Feature,Importance
atr_14,0.04643121223605126
volume_adi,0.033027592829793326
p_ma_grad_120,0.03150141663871449
volume_obv,0.029711171856915894
volume_nvi,0.02779405203187133
p_ma_dist_60_120,0.027277780181192018
others_cr,0.026101856870076167
volume_vpt,0.02581907713226498
volatility_dcw,0.019927862477079478
trend_visual_ichimoku_b,0.0176899404926726
bb_width_20,0.016214287585582323
p_ma_dist_20_120,0.016071090058012792
volatility_dcl,0.015381608217687625
volatility_atr,0.015285836657281268
volume_cmf,0.014585306204686533
volatility_bbw,0.014187396951760186
volatility_bbl,0.014075309866105714
trend_adx,0.01404053859450129
trend_mass_index,0.013991196208869
momentum_pvo_signal,0.013938171224347175
volume_mfi,0.013811336774473658
volatility_kcw,0.013546985373981671
p_ma_dist_20_60,0.011893198978016328
volume_sma_em,0.011460977802807599
trend_macd_signal,0.010934934257755992
volatility_ui,0.01069211404649209
roc_68,0.010503065515645152
volume_fi,0.01035004685389834
p_ma_dist_10_120,0.010165665333096386
momentum_pvo,0.009953547116873147
v_ma_grad_120,0.009929227012128481
trend_adx_neg,0.009854671677479136
trend_kst_diff,0.009684083680793572
trend_macd_diff,0.00935975269289177
p_ma_dist_5_120,0.009337710862689592
roc_54,0.009308436520041985
momentum_pvo_hist,0.009245682546408694
trend_stc,0.009148296549435143
p_ma_dist_10_60,0.008959461538844778
momentum_ppo_signal,0.008801107383089314
trend_adx_pos,0.00856519161349525
momentum_stoch_signal,0.008556202097463278
momentum_tsi,0.008440841417247663
momentum_uo,0.008414242880105232
momentum_ao,0.008383020992189686
momentum_stoch_rsi_d,0.008363772969431088
p_ma_grad_60,0.008268402831118885
trend_macd,0.008197962968717953
p_ma_dist_10_20,0.008079802931182548
trend_kst_sig,0.008056641012309672
trend_vortex_ind_diff,0.00804304507678931
v_ma_grad_60,0.008029182931035508
v_ma_grad_20,0.008017606731709332
macd_signal,0.008001380923789037
trend_dpo,0.007978843311056253
roc_33,0.00787055294276411
rsi_14_norm,0.007865137195116133
trend_vortex_ind_neg,0.0078066677579763585
trend_vortex_ind_pos,0.007776666913728252
macd_hist,0.0077407402757754705
rsi_21_norm,0.007687156770221584
trend_trix,0.007649319392938792
trend_aroon_ind,0.00761979727245952
v_disp_60,0.007612593533627581
trend_kst,0.00760036856063751
trend_cci,0.0075567543777260715
momentum_ppo_hist,0.007527336548620233
volatility_kcp,0.007503101829338508
v_disp_20,0.007452636149710945
p_ma_dist_5_20,0.007401715331523758
p_ma_dist_5_60,0.007302303419658391
bb_pos_20,0.007277150204038446
p_ma_dist_5_10,0.007234950857665572
price_pos_60,0.007200956717646561
p_disp_120,0.0071956025712455705
v_disp_120,0.0071829320579827015
stoch_d_14,0.007116218629299266
v_ma_grad_5,0.007070142422173513
p_disp_5,0.007022321753638743
momentum_rsi,0.0068325672512855595
price_pos_20,0.006587576520075653
p_ma_grad_5,0.006544546861931336
v_disp_5,0.006498791389842103
volatility_bbp,0.006489906614209514
volatility_dcp,0.006284040555606087
momentum_stoch_rsi_k,0.006217078351797779
momentum_wr,0.006055896811285021
momentum_ppo,0.005827324638504511
