Date,Close,High,Low,Open,Volume,swing_high,swing_low,label
2009-03-02,3625.800048828125,3830.10009765625,3625.800048828125,3830.10009765625,1489096600,False,False,-1
2009-03-03,3512.10009765625,3676.89990234375,3497.300048828125,3625.800048828125,1550463500,False,False,1
2009-03-04,3645.89990234375,3649.5,3512.10009765625,3512.10009765625,1282906500,False,False,-1
2009-03-05,3529.89990234375,3645.89990234375,3526.39990234375,3645.89990234375,1517533900,False,False,1
2009-03-06,3530.699951171875,3590.199951171875,3492.10009765625,3529.89990234375,1594394000,False,False,1
2009-03-09,3542.39990234375,3564.800048828125,3460.699951171875,3530.699951171875,1567503300,False,True,1
2009-03-10,3715.199951171875,3726.300048828125,3516.300048828125,3542.39990234375,1622535500,False,False,-1
2009-03-11,3693.800048828125,3763.199951171875,3652.0,3715.199951171875,1596496900,False,False,-1
2009-03-12,3712.10009765625,3725.60009765625,3616.5,3693.800048828125,1414332600,False,False,1
2009-03-13,3753.699951171875,3816.0,3712.10009765625,3712.10009765625,1333680700,False,False,1
2009-03-16,3864.0,3864.0,3753.699951171875,3753.699951171875,1178182100,False,False,-1
2009-03-17,3857.10009765625,3864.0,3793.10009765625,3864.0,1176227300,False,False,-1
2009-03-18,3805.0,3901.699951171875,3768.5,3857.10009765625,1211937900,False,False,1
2009-03-19,3816.89990234375,3912.60009765625,3793.699951171875,3805.0,2067532600,False,False,1
2009-03-20,3842.89990234375,3854.89990234375,3777.699951171875,3816.89990234375,2098960900,False,False,1
2009-03-23,3952.800048828125,3978.60009765625,3842.89990234375,3842.89990234375,1437096700,False,False,-1
2009-03-24,3911.5,3992.39990234375,3878.39990234375,3952.800048828125,1405266400,True,False,-1
2009-03-25,3900.300048828125,3939.199951171875,3853.0,3911.5,1320622600,False,False,-1
2009-03-26,3925.199951171875,3929.5,3877.800048828125,3900.300048828125,1425099300,False,False,-1
2009-03-27,3898.89990234375,3950.300048828125,3877.60009765625,3925.199951171875,1489157700,False,False,-1
2009-03-30,3762.89990234375,3898.89990234375,3762.89990234375,3898.89990234375,1236805000,False,True,1
2009-03-31,3926.10009765625,3930.60009765625,3762.89990234375,3762.89990234375,1504770600,False,True,-1
2009-04-01,3955.60009765625,3972.699951171875,3838.199951171875,3926.10009765625,1290451600,False,False,1
2009-04-02,4125.0,4137.89990234375,3955.60009765625,3955.60009765625,1638677500,True,False,-1
2009-04-03,4029.699951171875,4132.89990234375,4015.60009765625,4125.0,1372120500,False,False,-1
2009-04-06,3993.5,4097.2001953125,3959.60009765625,4029.699951171875,1210070400,False,False,-1
2009-04-07,3930.5,4039.5,3909.89990234375,3993.5,1084360400,False,False,1
2009-04-08,3925.5,3940.39990234375,3876.10009765625,3930.5,1093133700,False,False,1
2009-04-09,3983.699951171875,3986.300048828125,3912.0,3925.5,1119752000,False,False,1
2009-04-14,3989.0,4039.699951171875,3939.60009765625,3983.699951171875,1385019700,False,False,1
2009-04-15,3968.39990234375,4023.39990234375,3941.60009765625,3989.0,1214774200,False,False,1
2009-04-16,4053.0,4053.0,3963.60009765625,3968.39990234375,1235529000,False,False,-1
2009-04-17,4092.800048828125,4114.2998046875,4043.199951171875,4053.0,1554328000,False,False,-1
