Date,Close,High,Low,Open,Volume,swing_high,swing_low,label
2009-01-05,478.69000244140625,478.69000244140625,459.5700073242187,460.3900146484375,3307200,False,False,-1
2009-01-06,473.1499938964844,488.1199951171875,470.8200073242187,483.0,3448000,False,False,-1
2009-01-07,462.9599914550781,479.2999877929687,462.9599914550781,478.7999877929687,4257900,False,False,-1
2009-01-08,465.0299987792969,465.489990234375,455.44000244140625,457.1099853515625,2921600,False,False,-1
2009-01-09,459.05999755859375,467.3200073242187,458.8999938964844,463.75,3577000,False,False,-1
2009-01-12,452.7999877929687,460.8200073242187,451.1000061035156,459.5199890136719,2953600,False,False,-1
2009-01-13,433.80999755859375,451.1799926757813,433.80999755859375,448.2999877929687,3377200,False,False,1
2009-01-14,439.510009765625,442.6499938964844,431.2000122070313,440.2999877929687,3020500,False,False,-1
2009-01-15,426.260009765625,430.7000122070313,424.1600036621094,430.3200073242187,2835500,False,True,1
2009-01-16,435.2000122070313,435.2000122070313,426.9299926757813,429.1400146484375,2033500,False,False,1
2009-01-19,435.7099914550781,439.2300109863281,430.7300109863281,438.4299926757813,2113900,False,False,1
2009-01-20,433.19000244140625,433.19000244140625,429.2900085449219,430.5700073242187,2277500,False,False,1
2009-01-21,431.2300109863281,433.760009765625,429.2900085449219,429.8399963378906,1807700,False,False,1
2009-01-22,438.2699890136719,441.6000061035156,434.5700073242187,435.0199890136719,3331100,False,False,1
2009-01-23,433.5199890136719,437.69000244140625,433.25,436.7099914550781,2051100,False,False,1
2009-01-26,436.7300109863281,437.7699890136719,434.7000122070313,435.5,905700,False,False,1
2009-01-27,444.7900085449219,444.7900085449219,438.9599914550781,439.69000244140625,1544900,False,False,-1
2009-01-28,448.3500061035156,449.2200012207031,442.1000061035156,443.510009765625,2460700,False,False,-1
2009-01-29,435.0,452.30999755859375,435.0,452.2099914550781,2914400,True,False,1
2009-01-30,437.69000244140625,439.3800048828125,432.5299987792969,434.3699951171875,1844400,False,False,-1
2009-02-02,427.8500061035156,437.8800048828125,427.8500061035156,437.2900085449219,1413800,False,False,1
2009-02-03,430.69000244140625,431.7999877929687,427.80999755859375,428.9200134277344,2013200,False,True,1
2009-02-04,433.0400085449219,435.7799987792969,432.3699951171875,433.9100036621094,2154200,False,False,1
2009-02-05,433.44000244140625,438.0199890136719,433.44000244140625,433.9299926757813,1695100,False,False,1
2009-02-06,444.3900146484375,445.510009765625,437.4299926757813,437.4299926757813,2801700,False,False,-1
2009-02-10,443.1700134277344,447.7099914550781,441.55999755859375,446.4599914550781,2418000,True,False,-1
2009-02-11,444.1000061035156,445.5299987792969,438.3599853515625,438.7099914550781,1889000,False,False,-1
2009-02-12,440.6300048828125,444.0299987792969,440.05999755859375,442.7000122070313,1600300,False,False,-1
2009-02-13,445.7699890136719,446.739990234375,442.489990234375,442.7200012207031,1365300,False,False,-1
2009-02-16,446.6400146484375,447.3399963378906,442.7099914550781,446.6700134277344,3228900,False,False,-1
2009-02-17,438.2200012207031,444.2200012207031,436.6799926757813,443.6700134277344,2498500,False,False,-1
2009-02-18,439.6000061035156,440.2999877929687,435.5199890136719,435.6600036621094,3144000,False,False,-1
2009-02-19,441.6199951171875,444.510009765625,439.8200073242187,440.0199890136719,2682500,False,False,-1
2009-02-20,434.6700134277344,441.9299926757813,434.4599914550781,440.1499938964844,2646400,False,False,-1
2009-02-23,434.989990234375,437.2099914550781,432.1400146484375,433.8200073242187,2504100,False,False,-1
2009-02-24,431.3200073242187,431.3200073242187,427.3500061035156,430.2900085449219,2450300,False,False,-1
2009-02-25,434.239990234375,435.5499877929687,432.8599853515625,434.55999755859375,1816600,False,False,-1
2009-02-26,431.94000244140625,437.010009765625,430.6700134277344,435.1700134277344,1718600,False,False,-1
2009-02-27,431.5199890136719,433.7999877929687,430.5499877929687,433.05999755859375,2209000,False,False,-1
2009-03-02,416.5199890136719,428.9500122070313,415.3200073242187,428.8599853515625,1997500,False,False,1
2009-03-03,413.0899963378906,414.5400085449219,408.7799987792969,410.260009765625,1600300,False,True,1
2009-03-04,417.8599853515625,419.0799865722656,412.1400146484375,412.3900146484375,1759800,False,False,1
2009-03-05,417.1099853515625,423.3999938964844,416.9599914550781,418.9700012207031,2110700,False,False,1
2009-03-06,419.510009765625,419.510009765625,413.6600036621094,415.4200134277344,1537600,False,False,-1
2009-03-09,411.2699890136719,419.8399963378906,409.9100036621094,418.3999938964844,1649900,False,False,1
2009-03-10,417.4100036621094,417.510009765625,412.2900085449219,413.2999877929687,3418000,False,False,1
2009-03-11,414.4100036621094,422.0799865722656,414.4100036621094,421.55999755859375,1807000,False,False,1
2009-03-12,415.0400085449219,415.1099853515625,412.239990234375,413.9100036621094,1236000,False,False,1
2009-03-13,424.7900085449219,425.6400146484375,420.260009765625,420.3599853515625,2474900,False,False,1
2009-03-16,424.6099853515625,424.9800109863281,420.6199951171875,424.75,1481400,False,False,1
2009-03-17,422.3200073242187,428.7099914550781,422.3200073242187,423.8699951171875,1979900,False,False,1
2009-03-18,426.2000122070313,426.3599853515625,423.8999938964844,425.8599853515625,1713900,False,False,1
2009-03-19,427.7200012207031,431.7799987792969,426.3599853515625,426.7000122070313,2088200,False,False,1
2009-03-20,429.6400146484375,431.9200134277344,426.94000244140625,430.4599914550781,1537500,False,False,1
2009-03-23,438.1700134277344,440.0899963378906,432.1499938964844,432.1499938964844,2322600,False,False,-1
2009-03-24,438.1600036621094,443.010009765625,436.7000122070313,442.1499938964844,2399200,False,False,-1
2009-03-25,436.9200134277344,439.6099853515625,433.8800048828125,437.739990234375,1851700,False,False,-1
2009-03-26,439.3999938964844,443.44000244140625,437.6700134277344,438.30999755859375,2082200,True,False,-1
2009-03-27,440.80999755859375,441.9200134277344,438.7000122070313,441.30999755859375,1280100,False,False,-1
2009-03-30,429.6000061035156,436.0700073242187,426.44000244140625,435.7099914550781,1966800,False,True,1
2009-03-31,431.5,433.1300048828125,429.6099853515625,430.5899963378906,1775300,False,False,1
2009-04-01,430.0899963378906,433.5499877929687,429.2200012207031,433.5,2187900,False,False,1
2009-04-02,442.9599914550781,442.9599914550781,432.8500061035156,433.0400085449219,2800100,False,False,1
2009-04-03,446.0400085449219,446.3500061035156,441.1600036621094,443.7999877929687,2659300,False,False,1
2009-04-07,442.55999755859375,449.6799926757813,441.5,444.7099914550781,2196700,False,False,1
2009-04-08,443.5700073242187,443.5700073242187,438.0499877929687,438.0499877929687,1472100,False,False,1
2009-04-09,444.0700073242187,451.0299987792969,442.9800109863281,445.0899963378906,2638100,False,False,1
2009-04-10,453.8800048828125,454.260009765625,443.6400146484375,447.1099853515625,1795600,False,False,1
2009-04-16,452.9700012207031,457.7000122070313,446.9599914550781,449.3399963378906,2544900,False,False,1
2009-04-17,456.7999877929687,459.7900085449219,450.0700073242187,455.2200012207031,2992600,False,False,1
2009-04-20,466.2799987792969,471.1600036621094,456.0,456.5499877929687,4950900,False,False,1
2009-04-21,466.3800048828125,467.0499877929687,459.3299865722656,459.3299865722656,3758400,False,False,1
2009-04-22,460.6199951171875,470.4599914550781,459.30999755859375,469.5199890136719,3508600,False,False,1
2009-04-23,466.05999755859375,466.05999755859375,460.6300048828125,461.3800048828125,3535100,False,False,1
2009-04-24,474.0700073242187,476.3200073242187,469.2799987792969,470.1700134277344,5184100,False,False,1
2009-04-27,474.989990234375,477.1700134277344,472.1000061035156,473.8599853515625,3598600,False,False,1
2009-04-28,472.7200012207031,480.3500061035156,468.9599914550781,477.5799865722656,4000600,False,False,1
2009-04-29,483.5,483.5,473.4200134277344,475.9700012207031,3321900,False,False,1
2009-04-30,491.69000244140625,494.0700073242187,487.4200134277344,490.2300109863281,4380000,False,False,1
2009-05-04,506.260009765625,506.260009765625,497.80999755859375,498.4599914550781,4730800,False,False,1
2009-05-06,523.1400146484375,523.1400146484375,504.4700012207031,508.4200134277344,6841900,False,False,1
2009-05-07,527.719970703125,535.760009765625,523.280029296875,534.3499755859375,8885500,False,False,1
2009-05-11,535.1799926757812,540.219970703125,526.75,530.6300048828125,6825400,False,False,1
2009-05-12,544.5399780273438,544.5399780273438,530.6300048828125,532.8900146484375,8009200,False,False,-1
2009-05-13,552.7100219726562,554.3599853515625,542.8699951171875,543.7999877929688,8677600,False,False,-1
2009-05-14,526.5499877929688,546.9000244140625,526.5499877929688,544.02001953125,6710900,False,False,1
2009-05-15,533.9199829101562,536.5399780273438,522.4400024414062,536.219970703125,5041600,False,True,-1
2009-05-18,540.219970703125,540.219970703125,523.1500244140625,524.25,3556900,False,False,1
2009-05-19,556.469970703125,562.3200073242188,550.6900024414062,550.780029296875,5739800,False,False,-1
2009-05-20,561.4099731445312,565.3099975585938,556.6400146484375,561.280029296875,5102700,True,False,-1
2009-05-21,548.77001953125,563.030029296875,545.780029296875,559.4600219726562,5136300,False,False,1
2009-05-22,554.02001953125,554.6799926757812,543.260009765625,550.3400268554688,4838600,False,False,-1
2009-05-25,550.510009765625,558.3599853515625,547.5999755859375,550.530029296875,5417200,False,False,1
