Feature,Importance
p_ma_grad_120,0.0591483454205553
p_ma_dist_60_120,0.05324155912730877
p_ma_dist_20_120,0.038474528650788264
p_ma_dist_20_60,0.0362316811966692
p_ma_dist_10_120,0.03313832085083602
v_ma_grad_120,0.029858697201371485
p_ma_dist_5_120,0.029602691848319478
p_ma_dist_10_60,0.028940668318513482
v_ma_grad_60,0.028046497756249244
roc_68,0.027847679807870934
v_disp_120,0.027390416360359608
roc_54,0.027149515984342135
p_ma_dist_5_60,0.026768319087383356
v_ma_grad_20,0.02645523420564724
roc_33,0.02629837226554225
p_ma_grad_60,0.025885357334520097
p_ma_dist_10_20,0.025725219621283765
v_disp_60,0.02564463915129878
v_disp_20,0.02537760192937853
p_ma_dist_5_20,0.023821538876946883
p_disp_120,0.023757709664889357
p_disp_60,0.02212502963430448
roc_20,0.02133929202812285
p_ma_grad_20,0.021194541378417225
p_ma_grad_10,0.020998713325095945
roc_12,0.020294081163043036
p_disp_20,0.020167638860224848
p_ma_dist_5_10,0.020106810497293275
v_ma_grad_5,0.019498873116566454
roc_7,0.019021230069705346
roc_4,0.01822396329013322
v_disp_5,0.018033916387695526
p_disp_10,0.01775392252979373
p_ma_grad_5,0.0177138470054918
roc_2,0.01711536151728531
p_disp_5,0.01615409298380111
roc_1,0.015274738939726055
p_ma_up_120,0.007819854403685125
p_ma_gt_10_120,0.002263544588357702
p_ma_gt_60_120,0.002170082298830355
v_ma_up_60,0.001947659101287852
v_ma_up_20,0.001853732498197966
v_gt_vma_20,0.0018334287414671093
v_ma_up_120,0.0018078461565857718
v_gt_vma_120,0.001777622419088773
v_gt_vma_60,0.0016798037114414074
p_ma_gt_20_120,0.0016255055293910245
p_ma_gt_5_20,0.001503059279416687
p_ma_up_10,0.0014414061927749064
p_ma_gt_5_120,0.001393307700634202
p_ma_gt_5_10,0.0013621000540846198
p_gt_ma_5,0.0013613657806050763
v_ma_up_5,0.001353662324564073
p_ma_up_5,0.0013232516892039818
v_gt_vma_5,0.0013079295999803826
p_ma_gt_10_20,0.0012178210128786478
p_gt_ma_20,0.0011930649783307547
p_gt_ma_120,0.0011848644063294756
p_ma_up_20,0.0011741000965461333
p_ma_gt_5_60,0.001150523279867722
p_gt_ma_10,0.0010947624715219218
p_gt_ma_60,0.0009664784558957301
p_ma_up_60,0.0008373528750966161
p_ma_gt_10_60,0.0007779576289871732
p_ma_gt_20_60,0.0007572653381744121
