Date,US_Open,US_High,US_Low,US_Close,US_Volume,UK_Open,UK_High,UK_Low,UK_Close,UK_Volume,China_Open,China_High,China_Low,China_Close,China_Volume,Thai_Open,Thai_High,Thai_Low,Thai_Close,Thai_Volume,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,US_SMA200,UK_SMA200,China_SMA200
2016-08-19,2184.239990234375,2185.0,2175.1298828125,2183.8701171875,3084800000,6869.0,6871.5,6840.89990234375,6859.0,682389000,3100.39111328125,3113.343994140625,3082.77099609375,3108.10205078125,194300,1548.6199951171875,1551.4599609375,1535.8699951171875,1538.760009765625,11313100,574.3389892578125,578.2379760742188,574.1820068359375,575.6300048828125,50631600,2046.9948516845702,6248.212995605469,3091.6560571289065
2016-09-06,2181.610107421875,2186.570068359375,2175.10009765625,2186.47998046875,3447650000,6879.39990234375,6887.89990234375,6819.0,6826.10009765625,666479900,3071.054931640625,3095.509033203125,3053.18701171875,3090.712890625,172900,1493.3199462890625,1502.530029296875,1488.989990234375,1496.9000244140625,9781400,606.5059814453125,610.8300170898438,605.0910034179688,610.4359741210938,78529104,2058.7179510498045,6285.157492675781,3089.5025720214844
2016-09-07,2185.169921875,2187.8701171875,2179.070068359375,2186.159912109375,3319420000,6826.10009765625,6856.10009765625,6814.89990234375,6846.60009765625,910691300,3091.3291015625,3105.677978515625,3087.87890625,3091.927978515625,187000,1500.81005859375,1511.6199951171875,1487.199951171875,1487.199951171875,14073000,610.572998046875,614.5449829101562,608.5130004882812,614.5440063476562,75032400,2059.561450805664,6287.5344921875,3088.5239013671876
2016-09-08,2182.760009765625,2184.93994140625,2177.489990234375,2181.300048828125,3727840000,6846.60009765625,6889.60009765625,6819.7998046875,6858.7001953125,784127900,3089.952880859375,3096.782958984375,3083.902099609375,3095.9541015625,145900,1488.1600341796875,1490.239990234375,1451.4599609375,1455.3800048828125,16610200,614.635009765625,628.77001953125,613.843994140625,626.3159790039062,86713000,2060.4495013427736,6290.116494140625,3087.537521972656
2016-10-11,2161.35009765625,2161.56005859375,2128.840087890625,2136.72998046875,3393060000,7097.5,7129.7998046875,7061.39990234375,7070.89990234375,954215200,3051.6220703125,3066.10400390625,3048.01806640625,3065.25,167300,1465.7900390625,1467.7099609375,1431.699951171875,1442.2099609375,13661600,619.2379760742188,642.0800170898438,618.5,641.072021484375,103590000,2067.556202392578,6328.468493652344,3058.7116467285155
2016-10-12,2137.669921875,2145.360107421875,2132.77001953125,2139.179931640625,2959510000,7070.89990234375,7079.39990234375,7015.7998046875,7024.0,910363500,3057.31591796875,3060.513916015625,3048.887939453125,3058.498046875,142500,1432.4200439453125,1435.2900390625,1343.1300048828125,1406.1800537109375,32405500,640.8709716796875,641.3369750976562,635.9650268554688,636.1920166015625,92370200,2067.7561022949217,6331.819494628906,3056.053977050781
2016-10-13,2130.260009765625,2138.18994140625,2114.719970703125,2132.550048828125,3538030000,7024.0,7024.0,6930.0,6977.7001953125,1010365100,3057.971923828125,3064.9990234375,3052.639892578125,3061.345947265625,154800,1387.030029296875,1412.8199462890625,1356.7900390625,1412.8199462890625,24230000,636.030029296875,638.8330078125,635.0289916992188,636.7860107421875,61620700,2068.0259521484377,6335.231994628906,3053.1263012695313
2016-10-14,2139.679931640625,2149.18994140625,2132.97998046875,2132.97998046875,3187910000,6977.7001953125,7055.2001953125,6977.7001953125,7013.60009765625,846003100,3056.992919921875,3064.7900390625,3043.18408203125,3063.80908203125,155400,1461.4200439453125,1480.469970703125,1448.18994140625,1477.6099853515625,20388700,637.0079956054688,641.2849731445312,637.0079956054688,640.3779907226562,58144600,2068.2822521972657,6338.92349609375,3050.2429211425783
2016-10-18,2138.31005859375,2144.3798828125,2135.489990234375,2139.60009765625,3172940000,6947.60009765625,7033.0,6946.39990234375,7000.10009765625,795838600,3037.404052734375,3084.18701171875,3037.404052734375,3083.875,182000,1479.4100341796875,1482.1700439453125,1467.6099853515625,1477.5400390625,10680600,639.4110107421875,640.7360229492188,635.9959716796875,637.9600219726562,65546700,2069.007902832031,6346.282495117188,3044.452370605469
2016-10-19,2140.81005859375,2148.43994140625,2138.14990234375,2144.2900390625,3364990000,7000.10009765625,7031.2001953125,6975.89990234375,7021.89990234375,798401200,3085.7490234375,3096.222900390625,3076.77099609375,3084.718994140625,182500,1471.780029296875,1490.97998046875,1470.510009765625,1486.280029296875,12364900,638.1339721679688,638.8740234375,628.0130004882812,630.52001953125,69381696,2069.6141528320313,6350.800495605468,3041.971770019531
2016-10-20,2142.510009765625,2147.179931640625,2133.43994140625,2141.340087890625,3339320000,7021.89990234375,7047.60009765625,6998.7998046875,7026.89990234375,819201600,3084.907958984375,3089.681884765625,3076.294921875,3084.4580078125,160700,1495.0999755859375,1498.0400390625,1490.6500244140625,1492.72998046875,10478200,630.6630249023438,631.9169921875,628.2579956054688,630.8569946289062,56957300,2070.054903564453,6355.2029956054685,3039.3592749023437
