Date,US_Open,US_High,US_Low,US_Close,US_Volume,UK_Open,UK_High,UK_Low,UK_Close,UK_Volume,China_Open,China_High,China_Low,China_Close,China_Volume,Thai_Open,Thai_High,Thai_Low,Thai_Close,Thai_Volume,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,US_SMA200,UK_SMA200
2015-08-28,1986.06005859375,1993.47998046875,1975.18994140625,1988.8699951171875,3949080000,6192.0,6247.89990234375,6152.0,6247.89990234375,868831700,3125.263916015625,3235.839111328125,3102.945068359375,3232.35009765625,443100,1374.3599853515625,1380.6600341796875,1358.760009765625,1365.93994140625,10772200,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,31336600,2060.1087036132812,6704.407504882813
2015-09-01,1970.0899658203125,1970.0899658203125,1903.0699462890625,1913.8499755859375,4371850000,6247.89990234375,6247.89990234375,6028.7001953125,6058.5,1001128800,3157.83203125,3180.3310546875,3053.738037109375,3166.6240234375,432400,1381.6400146484375,1384.1800537109375,1361.77001953125,1362.3900146484375,15442900,230.25599670410156,231.21600341796875,226.86000061035156,228.1210021972656,20575200,2060.0369036865236,6702.540505371094
2015-09-02,1916.52001953125,1948.9100341796875,1916.52001953125,1948.8599853515625,3742620000,6058.5,6161.7001953125,6021.39990234375,6083.2998046875,769181300,3027.677978515625,3194.485107421875,3019.0869140625,3160.1669921875,438200,1360.52001953125,1375.719970703125,1355.27001953125,1372.449951171875,10959200,228.02699279785156,230.57699584960935,226.4750061035156,229.28399658203125,18760400,2060.250553588867,6701.257004394532
2015-09-08,1927.300048828125,1970.4200439453125,1927.300048828125,1969.4100341796875,3548650000,6074.5,6196.5,6074.5,6146.10009765625,664577700,3054.444091796875,3174.708984375,3011.116943359375,3170.451904296875,255400,1371.31005859375,1379.9200439453125,1360.0799560546875,1379.3199462890625,9905100,239.8459930419922,245.781005859375,239.6779937744141,243.60699462890625,26879200,2060.7239038085936,6700.15650390625
2015-09-09,1971.449951171875,1988.6300048828125,1937.8800048828125,1942.0400390625,3652120000,6146.10009765625,6284.2001953125,6146.10009765625,6229.0,734267900,3182.552001953125,3256.742919921875,3165.696044921875,3243.089111328125,375300,1390.1700439453125,1398.5699462890625,1385.8900146484375,1396.2900390625,11945900,243.4149932861328,244.41600036621097,237.8209991455078,238.16799926757812,23635700,2061.045604248047,6699.338002929688
2015-09-10,1941.5899658203125,1965.2900390625,1937.18994140625,1952.2900390625,3626320000,6229.0,6229.0,6127.5,6155.7998046875,749536800,3190.552978515625,3243.281005859375,3178.904052734375,3197.89306640625,273300,1386.489990234375,1396.1600341796875,1384.3900146484375,1396.1600341796875,9488300,238.33599853515625,241.29299926757812,235.79100036621097,238.4770050048828,21215500,2061.4946044921876,6699.059001464844
2015-09-11,1951.449951171875,1961.050048828125,1939.18994140625,1961.050048828125,3218590000,6155.7998046875,6174.2998046875,6113.10009765625,6117.7998046875,584620900,3189.47900390625,3223.761962890625,3163.448974609375,3200.23388671875,224600,1399.300048828125,1403.300048828125,1381.47998046875,1381.719970703125,12301700,238.32899475097656,241.16900634765625,238.32899475097656,240.10699462890625,19224700,2061.9860546875,6698.668500976562
2015-09-14,1963.06005859375,1963.06005859375,1948.27001953125,1953.030029296875,3000200000,6117.7998046875,6191.7998046875,6065.39990234375,6084.60009765625,598665000,3221.1650390625,3229.48193359375,3049.22998046875,3114.798095703125,346600,1382.6400146484375,1385.1199951171875,1371.9599609375,1377.1500244140625,10496500,230.60899353027344,232.44000244140625,227.96099853515625,230.6439971923828,20997800,2062.317404785156,6697.540002441407
2015-09-15,1955.0999755859375,1983.18994140625,1954.300048828125,1978.0899658203125,3239860000,6084.60009765625,6158.10009765625,6019.89990234375,6137.60009765625,706522000,3043.804931640625,3081.702880859375,2983.919921875,3005.172119140625,249200,1377.3299560546875,1381.0899658203125,1368.31005859375,1370.6500244140625,11930300,230.49200439453125,259.1820068359375,229.8220062255859,230.3040008544922,19177800,2062.68780456543,6696.892502441407
2015-09-16,1978.02001953125,1997.260009765625,1977.9300537109375,1995.31005859375,3630680000,6137.60009765625,6244.89990234375,6137.60009765625,6229.2001953125,818994800,2998.035888671875,3182.93408203125,2983.534912109375,3152.262939453125,277500,1375.280029296875,1382.4200439453125,1369.449951171875,1381.800048828125,8916100,230.25,231.21499633789065,227.40199279785156,229.09100341796875,20144200,2062.957954711914,6696.177004394532
2015-09-17,1995.3299560546875,2020.8599853515625,1986.72998046875,1990.199951171875,4183790000,6229.2001953125,6239.89990234375,6182.60009765625,6187.0,836839300,3131.98193359375,3204.701904296875,3085.31396484375,3086.06103515625,317600,1387.0,1392.81005859375,1384.6199951171875,1389.699951171875,8406000,229.0760040283203,230.28500366210935,228.92599487304688,229.80999755859375,18935400,2063.2734045410157,6695.113503417969
2015-09-18,1989.6600341796875,1989.6600341796875,1953.449951171875,1958.030029296875,6021240000,6187.0,6188.7001953125,6053.89990234375,6104.10009765625,1508172800,3100.280029296875,3122.048095703125,3070.3359375,3097.9169921875,209200,1394.0,1397.77001953125,1386.7900390625,1390.3199462890625,10118800,233.52099609375,234.35299682617188,232.18499755859375,232.9750061035156,20242200,2063.2406549072266,6693.690502929688
2015-09-21,1960.8399658203125,1979.6400146484375,1955.800048828125,1966.969970703125,3269350000,6104.10009765625,6168.7001953125,6083.60009765625,6108.7001953125,697537600,3072.093994140625,3159.883056640625,3060.85595703125,3156.5400390625,239900,1384.760009765625,1394.3499755859375,1382.43994140625,1392.72998046875,7845400,231.2169952392578,231.2169952392578,226.52099609375,227.0850067138672,19678800,2063.2673547363283,6692.41650390625
2015-09-22,1961.3900146484375,1961.3900146484375,1929.219970703125,1942.739990234375,3808260000,6108.7001953125,6111.60009765625,5935.7998046875,5935.7998046875,941657100,3161.318115234375,3213.47607421875,3152.48095703125,3185.618896484375,274800,1396.3800048828125,1397.2900390625,1377.7900390625,1379.3199462890625,9679000,226.968994140625,232.3860015869141,225.11700439453125,230.6179962158203,25009300,2063.055804443359,6690.084501953125
2015-09-23,1943.239990234375,1949.52001953125,1932.5699462890625,1938.760009765625,3190530000,5935.7998046875,6067.60009765625,5933.2001953125,6032.2001953125,725707700,3137.722900390625,3164.041015625,3104.743896484375,3115.887939453125,236300,1372.4300537109375,1378.6400146484375,1364.72998046875,1375.1700439453125,7917100,230.93600463867188,231.8350067138672,229.59100341796875,230.2830047607422,17254100,2062.838104248047,6687.976003417969
2015-09-24,1934.81005859375,1937.1700439453125,1908.9200439453125,1932.239990234375,4091530000,6032.2001953125,6055.60009765625,5947.2001953125,5961.5,867489200,3126.490966796875,3151.1650390625,3109.69091796875,3142.68701171875,212900,1371.9000244140625,1375.8299560546875,1365.5999755859375,1372.3499755859375,9325000,230.3580017089844,235.6490020751953,230.2949981689453,234.5290069580078,25097800,2062.5260540771483,6685.465502929687
2015-09-25,1935.9300537109375,1952.8900146484375,1921.5,1931.3399658203125,3721870000,5961.5,6120.7001953125,5961.5,6109.0,837519200,3130.85107421875,3149.947998046875,3062.9951171875,3092.346923828125,236300,1375.31005859375,1380.5899658203125,1368.4300537109375,1376.8299560546875,9269200,234.36199951171875,237.427001953125,233.6840057373047,235.1439971923828,22363600,2062.0925036621093,6683.278002929687
2015-09-28,1929.1800537109375,1929.1800537109375,1879.2099609375,1881.77001953125,4326660000,6109.0,6110.2998046875,5958.89990234375,5958.89990234375,968395200,3085.56689453125,3103.069091796875,3042.31005859375,3100.756103515625,156700,1368.56005859375,1369.0999755859375,1352.02001953125,1352.1300048828125,8485800,232.83599853515625,239.33900451660156,232.4669952392578,239.1419982910156,24713000,2061.412303466797,6680.632502441406
2015-09-29,1881.9000244140625,1899.47998046875,1871.9100341796875,1884.0899658203125,4132390000,5958.89990234375,5958.89990234375,5877.10009765625,5909.2001953125,1000021900,3055.218017578125,3068.298095703125,3021.156982421875,3038.136962890625,163200,1342.3599853515625,1358.6300048828125,1341.300048828125,1348.8399658203125,10401000,239.01600646972656,239.802001953125,235.9279937744141,236.68699645996097,22691300,2060.772253417969,6677.908503417969
2015-09-30,1887.1400146484375,1920.530029296875,1887.1400146484375,1920.030029296875,4525070000,5909.2001953125,6061.60009765625,5909.2001953125,6061.60009765625,1018944000,3052.841064453125,3073.300048828125,3039.741943359375,3052.781005859375,146600,1353.06005859375,1356.6199951171875,1348.239990234375,1349.0,9472300,236.63999938964844,237.73399353027344,235.6289978027344,236.05999755859375,19743500,2060.254553833008,6675.521003417969
2015-10-08,1994.010009765625,2016.5,1987.530029296875,2013.4300537109375,3939140000,6336.39990234375,6380.2998046875,6303.5,6374.7998046875,720040900,3156.074951171875,3172.281005859375,3133.126953125,3143.35693359375,234300,1393.7900390625,1401.8399658203125,1390.0,1392.1500244140625,12575600,243.0749969482422,244.25100708007812,242.1790008544922,242.3040008544922,18515300,2060.165654296875,6674.639001464844
2015-10-09,2013.72998046875,2020.1300048828125,2007.6099853515625,2014.8900146484375,3706900000,6374.7998046875,6453.2001953125,6374.7998046875,6416.2001953125,745150000,3146.64404296875,3192.717041015625,3137.7880859375,3183.152099609375,234900,1404.6800537109375,1415.530029296875,1403.5400390625,1411.3299560546875,11022700,242.4980010986328,244.22799682617188,242.1219940185547,243.93099975585935,17353100,2060.0805041503904,6673.884001464844
2015-10-12,2015.6500244140625,2018.6600341796875,2010.550048828125,2017.4599609375,2893250000,6416.2001953125,6416.2001953125,6351.2998046875,6371.2001953125,535951300,3193.5400390625,3318.714111328125,3188.406982421875,3287.662109375,386300,1415.43994140625,1417.510009765625,1406.6099853515625,1412.489990234375,10683500,246.875,247.45399475097656,245.1790008544922,245.30799865722656,17388300,2059.97650390625,6672.6835034179685
2015-10-13,2015.0,2022.3399658203125,2001.780029296875,2003.68994140625,3401920000,6371.2001953125,6371.2001953125,6303.0,6342.2998046875,700891400,3262.156005859375,3298.6259765625,3253.2490234375,3293.22998046875,297200,1408.3299560546875,1410.1500244140625,1399.52001953125,1406.68994140625,9582200,245.1999969482422,250.23599243164065,243.7570037841797,249.50799560546875,28198500,2059.7965533447264,6671.258002929688
2015-10-14,2003.6600341796875,2009.56005859375,1990.72998046875,1994.239990234375,3644590000,6342.2998046875,6342.2998046875,6268.2998046875,6269.60009765625,638445300,3280.02001953125,3307.31494140625,3256.2529296875,3262.44091796875,295100,1405.2900390625,1414.8499755859375,1404.469970703125,1405.0799560546875,8448000,249.4929962158203,254.2749938964844,248.9029998779297,251.9889984130859,27462600,2059.5765032958984,6669.551003417969
2015-10-15,1996.469970703125,2024.1500244140625,1996.469970703125,2023.8599853515625,3746290000,6269.60009765625,6351.39990234375,6269.60009765625,6338.7001953125,644982700,3255.031982421875,3338.297119140625,3254.39208984375,3338.072998046875,316300,1413.0,1426.1700439453125,1412.3599853515625,1425.3199462890625,9135400,252.10699462890625,255.9620056152344,252.04600524902344,254.32000732421875,25223500,2059.499153442383,6668.067004394531
2015-10-16,2024.3699951171875,2033.5400390625,2020.4599609375,2033.1099853515625,3595430000,6338.7001953125,6398.2001953125,6338.7001953125,6378.0,592309300,3358.297119140625,3393.01806640625,3334.85400390625,3391.35205078125,395500,1428.989990234375,1429.5400390625,1416.6500244140625,1418.3800048828125,8998800,254.29600524902344,266.135009765625,253.92599487304688,262.8689880371094,35901500,2059.4656036376955,6666.685004882813
2015-10-19,2031.72998046875,2034.449951171875,2022.31005859375,2033.6600341796875,3287320000,6378.0,6408.10009765625,6336.2998046875,6352.2998046875,476841500,3401.626953125,3423.402099609375,3355.56591796875,3386.699951171875,378100,1421.6099853515625,1426.81005859375,1413.3399658203125,1416.9100341796875,7428500,261.8609924316406,264.82000732421875,260.95098876953125,263.43701171875,25258800,2059.4273040771486,6665.08650390625
2015-10-20,2033.1300048828125,2039.1199951171875,2026.6099853515625,2030.77001953125,3331500000,6352.2998046875,6367.7998046875,6319.2998046875,6345.10009765625,574547000,3377.547119140625,3425.51611328125,3357.861083984375,3425.330078125,319000,1415.550048828125,1424.0699462890625,1414.969970703125,1418.6300048828125,6716300,263.5719909667969,270.8349914550781,263.22698974609375,269.4630126953125,30889800,2059.322153930664,6663.26650390625
2015-10-21,2033.469970703125,2037.969970703125,2017.219970703125,2018.93994140625,3627790000,6345.10009765625,6387.2998046875,6316.2998046875,6348.39990234375,596747600,3428.56103515625,3447.258056640625,3265.43603515625,3320.676025390625,458500,1421.6300048828125,1424.2900390625,1412.280029296875,1415.800048828125,7108700,269.3059997558594,270.7699890136719,263.8389892578125,266.2720031738281,25637300,2059.17325378418,6661.525502929688
2015-10-22,2021.8800048828125,2055.199951171875,2021.8800048828125,2052.510009765625,4430850000,6348.39990234375,6387.2998046875,6321.7001953125,6376.2998046875,718398200,3292.291015625,3373.77587890625,3282.992919921875,3368.739013671875,323700,1415.52001953125,1417.8900146484375,1413.47998046875,1416.1400146484375,6862200,266.4960021972656,276.510009765625,266.135009765625,274.02301025390625,37808600,2059.172053833008,6660.0125024414065
2015-10-26,2075.080078125,2075.139892578125,2066.530029296875,2071.179931640625,3385800000,6444.10009765625,6453.0,6405.39990234375,6417.0,441044400,3448.64892578125,3457.51708984375,3402.0,3429.5810546875,365600,1429.030029296875,1431.8599853515625,1423.239990234375,1424.1600341796875,7732300,283.62799072265625,285.29998779296875,280.510009765625,285.29998779296875,32108800,2059.210453491211,6658.343503417968
2015-10-27,2068.75,2070.3701171875,2058.840087890625,2065.889892578125,4216880000,6417.0,6419.60009765625,6365.2998046875,6365.2998046875,564355600,3409.136962890625,3441.56494140625,3332.615966796875,3434.3359375,328200,1422.72998046875,1428.780029296875,1421.1500244140625,1424.050048828125,7633400,285.1809997558594,296.2120056152344,285.00799560546875,293.7879943847656,46331800,2059.1928533935547,6656.521003417969
2015-10-28,2066.47998046875,2090.35009765625,2063.110107421875,2090.35009765625,4698110000,6365.2998046875,6448.5,6355.7998046875,6437.7998046875,819718100,3417.010986328125,3439.758056640625,3367.23095703125,3375.196044921875,293500,1422.969970703125,1423.93994140625,1407.02001953125,1409.260009765625,11129800,293.7030029296875,306.33099365234375,293.7030029296875,304.6180114746094,50808100,2059.309453735352,6655.054501953125
2015-10-29,2088.35009765625,2092.52001953125,2082.6298828125,2089.409912109375,4008940000,6437.7998046875,6437.89990234375,6358.2001953125,6395.7998046875,826622300,3387.77392578125,3411.714111328125,3362.509033203125,3387.31494140625,235700,1409.6199951171875,1411.2900390625,1387.75,1390.0400390625,10228500,304.3240051269531,318.1700134277344,301.822998046875,313.8550109863281,64495900,2059.3923529052736,6653.3875
2015-10-30,2090.0,2094.320068359375,2079.340087890625,2079.360107421875,4256200000,6395.7998046875,6410.2998046875,6337.7001953125,6361.10009765625,716340400,3380.283935546875,3417.200927734375,3346.591064453125,3382.56103515625,243600,1391.4100341796875,1398.9000244140625,1389.8299560546875,1394.93994140625,7207100,313.9429931640625,334.16900634765625,313.94000244140625,328.0150146484375,78305000,2059.451353149414,6651.58
2015-11-02,2080.760009765625,2106.199951171875,2080.760009765625,2104.050048828125,3760020000,6361.10009765625,6364.39990234375,6317.2998046875,6361.7998046875,506603500,3337.577880859375,3391.06396484375,3322.31201171875,3325.0849609375,231000,1395.6300048828125,1413.5699462890625,1395.3499755859375,1413.3399658203125,7167600,325.9419860839844,365.3599853515625,323.2090148925781,361.1889953613281,101918000,2059.7044036865236,6650.106999511719
2015-11-03,2102.6298828125,2116.47998046875,2097.510009765625,2109.7900390625,4272060000,6361.7998046875,6383.60009765625,6344.7001953125,6383.60009765625,608961200,3330.31591796875,3346.27490234375,3302.18408203125,3316.695068359375,192900,1419.449951171875,1420.5999755859375,1408.530029296875,1412.6199951171875,7543200,361.87298583984375,417.8999938964844,357.6470031738281,403.4169921875,206162000,2059.9206036376954,6648.314499511719
2015-11-04,2110.60009765625,2114.590087890625,2096.97998046875,2102.31005859375,4078870000,6383.60009765625,6459.5,6383.0,6412.89990234375,759872100,3325.618896484375,3459.64599609375,3325.618896484375,3459.639892578125,339100,1420.6500244140625,1425.3599853515625,1417.469970703125,1423.4200439453125,8696500,403.66400146484375,495.56201171875,380.5480041503906,411.56298828125,263900000,2060.060503540039,6646.795998535156
2015-11-05,2101.679931640625,2108.780029296875,2090.409912109375,2099.929931640625,4051890000,6412.89990234375,6421.7998046875,6358.10009765625,6364.89990234375,722038900,3459.215087890625,3585.656982421875,3455.52490234375,3522.819091796875,553300,1421.22998046875,1427.050048828125,1412.510009765625,1413.1600341796875,9568100,408.0769958496094,447.5610046386719,374.58099365234375,386.35400390625,151824992,2060.200553588867,6645.223498535156
2015-11-06,2098.60009765625,2101.909912109375,2083.739990234375,2099.199951171875,4369020000,6364.89990234375,6395.2001953125,6332.7001953125,6353.7998046875,711572600,3514.43603515625,3596.382080078125,3508.826904296875,3590.031982421875,429200,1411.469970703125,1416.4200439453125,1408.93994140625,1414.5400390625,9441100,388.0469970703125,395.83599853515625,354.0249938964844,374.4700012207031,122687000,2060.3950030517576,6643.631496582031
2015-11-09,2096.56005859375,2096.56005859375,2068.239990234375,2078.580078125,3882350000,6353.7998046875,6380.39990234375,6292.10009765625,6295.2001953125,658685600,3588.498046875,3673.760009765625,3588.498046875,3646.881103515625,503000,1412.1500244140625,1413.699951171875,1401.77001953125,1402.5699462890625,7878700,374.3240051269531,385.2780151367187,362.8949890136719,380.2569885253906,68224400,2060.4888031005858,6642.459997558593
2015-11-10,2077.18994140625,2083.669921875,2069.909912109375,2081.719970703125,3821440000,6295.2001953125,6329.7001953125,6250.2998046875,6275.2998046875,725649900,3617.39599609375,3669.532958984375,3607.89111328125,3640.485107421875,429700,1398.18994140625,1403.260009765625,1394.7099609375,1398.3800048828125,8942300,379.9840087890625,381.3869934082031,329.1080017089844,336.8190002441406,95797904,2060.720753173828,6641.527995605469
2015-11-11,2083.409912109375,2086.93994140625,2074.85009765625,2075.0,3692410000,6275.2998046875,6327.2001953125,6272.7001953125,6297.2001953125,618113900,3635.00390625,3654.876953125,3605.62109375,3650.2490234375,361000,1398.5799560546875,1400.969970703125,1389.93994140625,1390.1500244140625,10445100,339.82000732421875,340.5849914550781,300.99700927734375,311.0840148925781,107070000,2061.084103393555,6641.51099609375
2015-11-12,2072.2900390625,2072.2900390625,2045.6600341796875,2045.969970703125,4016370000,6297.2001953125,6300.89990234375,6178.7001953125,6178.7001953125,826908500,3656.81689453125,3659.31494140625,3603.22802734375,3632.902099609375,361700,1383.8800048828125,1387.75,1379.0999755859375,1384.2900390625,12505800,314.0790100097656,345.08099365234375,313.3559875488281,338.1520080566406,78477800,2061.3658032226563,6641.49099609375
2015-11-13,2044.6400146484375,2044.6400146484375,2022.02001953125,2023.0400390625,4278750000,6178.7001953125,6179.0,6088.7998046875,6118.2998046875,681574100,3600.763916015625,3632.555908203125,3564.80908203125,3580.839111328125,345900,1380.3399658203125,1385.699951171875,1379.0999755859375,1382.4599609375,8625700,338.49798583984375,340.91400146484375,326.07501220703125,336.75299072265625,52003000,2061.617303466797,6640.42349609375
2015-11-16,2022.0799560546875,2053.219970703125,2019.3900146484375,2053.18994140625,3741240000,6118.2998046875,6161.89990234375,6079.7998046875,6146.39990234375,602945000,3522.4609375,3607.612060546875,3519.4208984375,3606.95703125,276200,1370.510009765625,1388.81005859375,1368.7900390625,1388.6199951171875,8035200,319.7349853515625,331.6260070800781,315.9049987792969,330.7510070800781,47980100,2061.818803100586,6639.472995605469
2015-11-17,2053.669921875,2066.68994140625,2045.9000244140625,2050.43994140625,4427350000,6146.39990234375,6269.39990234375,6146.39990234375,6268.7998046875,697486200,3629.97705078125,3678.27294921875,3598.068115234375,3604.794921875,383600,1396.5400390625,1398.18994140625,1388.760009765625,1390.1700439453125,8440500,330.36199951171875,338.3500061035156,329.614013671875,335.093994140625,51001600,2061.7648529052735,6638.486994628906
2015-11-18,2051.989990234375,2085.31005859375,2051.989990234375,2083.580078125,3926390000,6268.7998046875,6283.89990234375,6228.2001953125,6279.0,615094500,3605.06103515625,3617.069091796875,3558.697021484375,3568.468017578125,297600,1390.949951171875,1394.280029296875,1374.969970703125,1376.8199462890625,7924800,334.5929870605469,336.531005859375,330.6400146484375,334.5899963378906,43783800,2061.82950378418,6637.155495605469
2015-11-19,2083.699951171875,2086.739990234375,2078.760009765625,2081.239990234375,3628110000,6279.0,6366.89990234375,6279.0,6329.89990234375,752196900,3573.77587890625,3618.212890625,3561.0439453125,3617.06201171875,247900,1384.18994140625,1388.3399658203125,1381.4100341796875,1384.969970703125,8939900,334.6789855957031,335.3340148925781,325.27301025390625,326.14898681640625,45011100,2061.8430035400393,6635.921494140625
2015-11-20,2082.820068359375,2097.06005859375,2082.820068359375,2089.169921875,3929600000,6329.89990234375,6360.7001953125,6311.7998046875,6334.60009765625,808632500,3620.791015625,3640.529052734375,3607.9150390625,3630.5,310800,1386.989990234375,1396.3299560546875,1383.1400146484375,1393.8399658203125,7703900,326.4110107421875,326.4729919433594,312.2170104980469,322.0220031738281,53152900,2061.878003540039,6634.603493652344
2015-11-23,2089.409912109375,2095.610107421875,2081.389892578125,2086.590087890625,3587980000,6334.60009765625,6334.60009765625,6267.10009765625,6305.5,585321500,3630.866943359375,3654.75390625,3598.87109375,3610.31494140625,316000,1397.27001953125,1401.77001953125,1393.989990234375,1394.219970703125,7493200,324.3500061035156,325.1180114746094,321.2900085449219,323.0459899902344,27478900,2061.9015545654297,6633.081494140625
2015-11-24,2084.419921875,2094.1201171875,2070.2900390625,2089.139892578125,3884930000,6305.5,6305.5,6221.2998046875,6277.2001953125,854059000,3602.886962890625,3616.48388671875,3563.10400390625,3616.113037109375,248800,1395.72998046875,1400.199951171875,1383.030029296875,1384.9200439453125,7619400,323.0140075683594,323.0580139160156,318.1180114746094,320.0459899902344,29362600,2061.894403686523,6631.299995117188
2015-11-25,2089.300048828125,2093.0,2086.300048828125,2088.8701171875,2852940000,6277.2001953125,6348.10009765625,6277.2001953125,6337.60009765625,673258600,3614.068115234375,3648.366943359375,3607.51806640625,3647.929931640625,273000,1388.530029296875,1391.0799560546875,1377.8800048828125,1381.4599609375,7075000,320.0450134277344,329.1340026855469,316.7699890136719,328.20599365234375,41666900,2061.9370037841795,6630.252995605469
2015-11-27,2088.820068359375,2093.2900390625,2084.1298828125,2090.110107421875,1466840000,6393.10009765625,6393.10009765625,6345.2998046875,6375.2001953125,471764000,3616.5439453125,3621.89697265625,3412.427001953125,3436.302978515625,354300,1364.1700439453125,1368.9200439453125,1359.9599609375,1363.1300048828125,7123400,351.8609924316406,363.5889892578125,347.8699951171875,358.0419921875,55179100,2062.2846545410157,6630.042995605469
2015-11-30,2090.949951171875,2093.81005859375,2080.409912109375,2080.409912109375,4275030000,6375.2001953125,6387.10009765625,6329.89990234375,6356.10009765625,834458200,3433.85498046875,3470.37109375,3327.81201171875,3445.405029296875,304200,1360.719970703125,1369.989990234375,1354.0999755859375,1359.699951171875,8626600,371.43701171875,382.3630065917969,370.3829956054687,377.3210144042969,71701600,2062.6736541748046,6629.99099609375
