Date,Close,High,Low,Open,Volume
2018-01-01,13657.2001953125,14112.2001953125,13154.7001953125,14112.2001953125,10291200000
2018-01-02,14982.099609375,15444.599609375,13163.599609375,13625.0,16846600192
2018-01-03,15201.0,15572.7998046875,14844.5,14978.2001953125,16871900160
2018-01-04,15599.2001953125,15739.7001953125,14522.2001953125,15270.7001953125,21783199744
2018-01-05,17429.5,17705.19921875,15202.7998046875,15477.2001953125,23840899072
2018-01-06,17527.0,17712.400390625,16764.599609375,17462.099609375,18314600448
2018-01-07,16477.599609375,17579.599609375,16087.7001953125,17527.30078125,15866000384
2018-01-08,15170.099609375,16537.900390625,14208.2001953125,16476.19921875,18413899776
2018-01-09,14595.400390625,15497.5,14424.0,15123.7001953125,16659999744
2018-01-10,14973.2998046875,14973.2998046875,13691.2001953125,14588.5,18500800512
2018-01-11,13405.7998046875,15018.7998046875,13105.900390625,14968.2001953125,16534099968
2018-01-12,13980.599609375,14229.900390625,13158.099609375,13453.900390625,12065699840
2018-01-13,14360.2001953125,14659.5,13952.400390625,13952.400390625,12763599872
2018-01-14,13772.0,14511.7998046875,13268.0,14370.7998046875,11084099584
2018-01-15,13819.7998046875,14445.5,13641.7001953125,13767.2998046875,12750799872
2018-01-16,11490.5,13843.099609375,10194.900390625,13836.099609375,18853799936
2018-01-17,11188.599609375,11678.0,9402.2900390625,11431.099609375,18830600192
2018-01-18,11474.900390625,12107.2998046875,10942.5,11198.7998046875,15020399616
2018-01-19,11607.400390625,11992.7998046875,11172.099609375,11429.7998046875,10740400128
2018-01-20,12899.2001953125,13103.0,11656.2001953125,11656.2001953125,11801700352
2018-01-21,11600.099609375,12895.900390625,11288.2001953125,12889.2001953125,9935179776
2018-01-22,10931.400390625,11966.400390625,10240.2001953125,11633.099609375,10537400320
2018-01-23,10868.400390625,11377.599609375,10129.7001953125,10944.5,9660609536
2018-01-24,11359.400390625,11501.400390625,10639.7998046875,10903.400390625,9940989952
2018-01-25,11259.400390625,11785.7001953125,11057.400390625,11421.7001953125,8873169920
2018-01-26,11171.400390625,11656.7001953125,10470.2998046875,11256.0,9746199552
2018-01-27,11440.7001953125,11614.900390625,10989.2001953125,11174.900390625,7583269888
2018-01-28,11786.2998046875,12040.2998046875,11475.2998046875,11475.2998046875,8350360064
2018-01-29,11296.400390625,11875.599609375,11179.2001953125,11755.5,7107359744
2018-01-30,10106.2998046875,11307.2001953125,10036.2001953125,11306.7998046875,8637859840
2018-01-31,10221.099609375,10381.599609375,9777.419921875,10108.2001953125,8041160192
2018-02-01,9170.5400390625,10288.7998046875,8812.2802734375,10237.2998046875,9959400448
2018-02-02,8830.75,9142.2802734375,7796.490234375,9142.2802734375,12726899712
2018-02-03,9174.91015625,9430.75,8251.6298828125,8852.1201171875,7263790080
2018-02-04,8277.009765625,9334.8701171875,8031.22021484375,9175.7001953125,7073549824
2018-02-05,6955.27001953125,8364.83984375,6756.68017578125,8270.5400390625,9285289984
2018-02-06,7754.0,7850.7001953125,6048.259765625,7051.75,13999800320
2018-02-07,7621.2998046875,8509.1103515625,7236.7900390625,7755.490234375,9169280000
2018-02-08,8265.58984375,8558.76953125,7637.85986328125,7637.85986328125,9346750464
2018-02-09,8736.98046875,8736.98046875,7884.7099609375,8271.83984375,6784820224
2018-02-10,8621.900390625,9122.5498046875,8295.4697265625,8720.080078125,7780960256
2018-02-11,8129.97021484375,8616.1298828125,7931.10009765625,8616.1298828125,6122189824
2018-02-12,8926.5703125,8985.919921875,8141.43017578125,8141.43017578125,6256439808
2018-02-13,8598.3095703125,8958.4697265625,8455.41015625,8926.7197265625,5696719872
2018-02-14,9494.6298828125,9518.5400390625,8599.919921875,8599.919921875,7909819904
2018-02-15,10166.400390625,10234.7998046875,9395.580078125,9488.3203125,9062540288
2018-02-16,10233.900390625,10324.099609375,9824.8203125,10135.7001953125,7296159744
