Date,US_Open,US_High,US_Low,US_Close,US_Volume,UK_Open,UK_High,UK_Low,UK_Close,UK_Volume,China_Open,China_High,China_Low,China_Close,China_Volume,Thai_Open,Thai_High,Thai_Low,Thai_Close,Thai_Volume,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_Volume,US_SMA200,UK_SMA200,China_SMA200
2015-08-21,2034.0799560546875,2034.0799560546875,1970.8900146484375,1970.8900146484375,5018240000,6367.89990234375,6367.89990234375,6187.7001953125,6187.7001953125,807243600,3609.958984375,3652.8369140625,3490.5400390625,3507.743896484375,369900,1365.9300537109375,1369.8399658203125,1357.9000244140625,1365.6099853515625,11421800,235.35499572753903,236.4320068359375,231.7239990234375,232.56900024414065,23173800,2061.0585040283204,6717.614008789063,3522.0406384277344
2015-08-24,1965.1500244140625,1965.1500244140625,1867.010009765625,1893.2099609375,6612690000,6187.7001953125,6187.7001953125,5768.2001953125,5898.89990234375,1657266300,3373.47802734375,3388.364013671875,3191.87890625,3209.905029296875,334700,1334.6199951171875,1336.7900390625,1301.06005859375,1301.06005859375,16107100,228.11199951171875,228.13900756835935,210.4429931640625,210.4949951171875,59220700,2060.694603881836,6713.910007324219,3526.3646484375
2015-08-25,1898.0799560546875,1948.0400390625,1867.0799560546875,1867.6099853515625,5183560000,5898.89990234375,6115.7001953125,5898.89990234375,6081.2998046875,1335924300,3004.1259765625,3123.033935546875,2947.944091796875,2964.967041015625,352300,1315.7099609375,1323.8800048828125,1292.1400146484375,1323.8800048828125,13920700,210.0679931640625,226.3209991455078,199.56700134277344,221.60899353027344,61089200,2060.118403930664,6711.069506835937,3529.4508935546874
2015-08-26,1872.75,1943.0899658203125,1872.75,1940.510009765625,5338250000,6081.2998046875,6095.10009765625,5949.89990234375,5979.2001953125,991933700,2980.7939453125,3092.041015625,2850.714111328125,2927.2880859375,466700,1314.9100341796875,1333.300048828125,1314.8599853515625,1320.0799560546875,15768200,222.0760040283203,231.18299865722656,220.20399475097656,225.83099365234375,31808000,2059.9319537353517,6707.732507324219,3532.298779296875
2015-08-27,1942.77001953125,1989.5999755859375,1942.77001953125,1987.6600341796875,5006390000,5979.2001953125,6212.5,5979.2001953125,6192.0,1028065800,2978.030029296875,3085.422119140625,2906.489990234375,3083.591064453125,400300,1338.3699951171875,1359.22998046875,1336.5899658203125,1358.030029296875,16181600,226.0500030517578,228.64300537109375,223.6840057373047,224.7689971923828,21905400,2060.0088037109376,6705.579006347656,3535.8973840332033
2015-08-28,1986.06005859375,1993.47998046875,1975.18994140625,1988.8699951171875,3949080000,6192.0,6247.89990234375,6152.0,6247.89990234375,868831700,3125.263916015625,3235.839111328125,3102.945068359375,3232.35009765625,443100,1374.3599853515625,1380.6600341796875,1358.760009765625,1365.93994140625,10772200,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,31336600,2060.1087036132812,6704.407504882813,3540.145164794922
2015-09-01,1970.0899658203125,1970.0899658203125,1903.0699462890625,1913.8499755859375,4371850000,6247.89990234375,6247.89990234375,6028.7001953125,6058.5,1001128800,3157.83203125,3180.3310546875,3053.738037109375,3166.6240234375,432400,1381.6400146484375,1384.1800537109375,1361.77001953125,1362.3900146484375,15442900,230.25599670410156,231.21600341796875,226.86000061035156,228.1210021972656,20575200,2060.0369036865236,6702.540505371094,3544.0314294433592
2015-09-02,1916.52001953125,1948.9100341796875,1916.52001953125,1948.8599853515625,3742620000,6058.5,6161.7001953125,6021.39990234375,6083.2998046875,769181300,3027.677978515625,3194.485107421875,3019.0869140625,3160.1669921875,438200,1360.52001953125,1375.719970703125,1355.27001953125,1372.449951171875,10959200,228.02699279785156,230.57699584960935,226.4750061035156,229.28399658203125,18760400,2060.250553588867,6701.257004394532,3547.9595642089844
2015-09-08,1927.300048828125,1970.4200439453125,1927.300048828125,1969.4100341796875,3548650000,6074.5,6196.5,6074.5,6146.10009765625,664577700,3054.444091796875,3174.708984375,3011.116943359375,3170.451904296875,255400,1371.31005859375,1379.9200439453125,1360.0799560546875,1379.3199462890625,9905100,239.8459930419922,245.781005859375,239.6779937744141,243.60699462890625,26879200,2060.7239038085936,6700.15650390625,3551.981778564453
2015-09-09,1971.449951171875,1988.6300048828125,1937.8800048828125,1942.0400390625,3652120000,6146.10009765625,6284.2001953125,6146.10009765625,6229.0,734267900,3182.552001953125,3256.742919921875,3165.696044921875,3243.089111328125,375300,1390.1700439453125,1398.5699462890625,1385.8900146484375,1396.2900390625,11945900,243.4149932861328,244.41600036621097,237.8209991455078,238.16799926757812,23635700,2061.045604248047,6699.338002929688,3556.3998486328123
